"family","Count","MonthYear","Temp","Year","Month","Precip"
"BATRACHEDRIDAE",0,"10.1999",9.8,1999,10,55
"BATRACHEDRIDAE",0,"11.1999",5.3,1999,11,29
"BATRACHEDRIDAE",0,"12.1999",2.8,1999,12,112
"BATRACHEDRIDAE",0,"1.2000",2.6,2000,1,44
"BATRACHEDRIDAE",0,"2.2000",3.9,2000,2,44
"BATRACHEDRIDAE",0,"3.2000",4.2,2000,3,55
"BATRACHEDRIDAE",0,"4.2000",9.5,2000,4,44
"BATRACHEDRIDAE",0,"5.2000",13.9,2000,5,35
"BATRACHEDRIDAE",2,"6.2000",15.5,2000,6,81
"BATRACHEDRIDAE",7,"7.2000",16.4,2000,7,39
"BATRACHEDRIDAE",10,"8.2000",16.6,2000,8,47
"BATRACHEDRIDAE",1,"9.2000",13.7,2000,9,67
"BATRACHEDRIDAE",0,"10.2000",12.1,2000,10,61
"BATRACHEDRIDAE",0,"11.2000",7.1,2000,11,67
"BATRACHEDRIDAE",0,"12.2000",4.3,2000,12,58
"BATRACHEDRIDAE",0,"1.2001",1.8,2001,1,39
"BATRACHEDRIDAE",0,"2.2001",1,2001,2,40
"BATRACHEDRIDAE",0,"3.2001",1.9,2001,3,28
"BATRACHEDRIDAE",0,"4.2001",6.6,2001,4,55
"BATRACHEDRIDAE",0,"5.2001",12.8,2001,5,27
"BATRACHEDRIDAE",1,"6.2001",14.6,2001,6,61
"BATRACHEDRIDAE",22,"7.2001",19,2001,7,37
"BATRACHEDRIDAE",29,"8.2001",18,2001,8,102
"BATRACHEDRIDAE",0,"9.2001",13.3,2001,9,117
"BATRACHEDRIDAE",0,"10.2001",12.4,2001,10,42
"BATRACHEDRIDAE",0,"11.2001",4.9,2001,11,46
"BATRACHEDRIDAE",0,"12.2001",0.9,2001,12,49
"BATRACHEDRIDAE",0,"1.2002",2.7,2002,1,68
"BATRACHEDRIDAE",0,"2.2002",4.7,2002,2,82
"BATRACHEDRIDAE",0,"3.2002",4.9,2002,3,29
"BATRACHEDRIDAE",0,"4.2002",7.8,2002,4,31
"BATRACHEDRIDAE",0,"5.2002",13.7,2002,5,53
"BATRACHEDRIDAE",0,"6.2002",17,2002,6,78
"BATRACHEDRIDAE",13,"7.2002",18.5,2002,7,89
"BATRACHEDRIDAE",11,"8.2002",20.3,2002,8,65
"BATRACHEDRIDAE",0,"9.2002",15.6,2002,9,36
"BATRACHEDRIDAE",0,"10.2002",7.9,2002,10,111
"BATRACHEDRIDAE",0,"11.2002",3.9,2002,11,66
"BATRACHEDRIDAE",0,"12.2002",-0.1,2002,12,26
"BATRACHEDRIDAE",0,"1.2003",0.2,2003,1,42
"BATRACHEDRIDAE",0,"2.2003",-1.2,2003,2,10
"BATRACHEDRIDAE",0,"3.2003",3.4,2003,3,10
"BATRACHEDRIDAE",0,"4.2003",7.4,2003,4,42
"BATRACHEDRIDAE",0,"5.2003",13,2003,5,57
"BATRACHEDRIDAE",4,"6.2003",17.3,2003,6,49
"BATRACHEDRIDAE",7,"7.2003",19.2,2003,7,86
"BATRACHEDRIDAE",10,"8.2003",18.9,2003,8,43
"BATRACHEDRIDAE",0,"9.2003",14.9,2003,9,45
"BATRACHEDRIDAE",0,"10.2003",7.3,2003,10,48
"BATRACHEDRIDAE",0,"11.2003",6.1,2003,11,44
"BATRACHEDRIDAE",0,"12.2003",4,2003,12,52
"BATRACHEDRIDAE",0,"1.2004",-0.6,2004,1,61
"BATRACHEDRIDAE",0,"2.2004",2.1,2004,2,36
"BATRACHEDRIDAE",0,"3.2004",4.1,2004,3,35
"BATRACHEDRIDAE",0,"4.2004",8.7,2004,4,31
"BATRACHEDRIDAE",0,"5.2004",12.5,2004,5,30
"BATRACHEDRIDAE",0,"6.2004",14.9,2004,6,68
"BATRACHEDRIDAE",12,"7.2004",16.3,2004,7,113
"BATRACHEDRIDAE",8,"8.2004",18.7,2004,8,85
"BATRACHEDRIDAE",0,"9.2004",14.6,2004,9,49
"BATRACHEDRIDAE",0,"10.2004",10.1,2004,10,79
"BATRACHEDRIDAE",0,"11.2004",4.8,2004,11,48
"BATRACHEDRIDAE",0,"12.2004",4,2004,12,53
"BATRACHEDRIDAE",0,"1.2005",3.4,2005,1,45
"BATRACHEDRIDAE",0,"2.2005",0.4,2005,2,45
"BATRACHEDRIDAE",0,"3.2005",1.6,2005,3,36
"BATRACHEDRIDAE",0,"4.2005",8.1,2005,4,14
"BATRACHEDRIDAE",0,"5.2005",12.2,2005,5,46
"BATRACHEDRIDAE",0,"6.2005",15.4,2005,6,45
"BATRACHEDRIDAE",25,"7.2005",18.7,2005,7,82
"BATRACHEDRIDAE",17,"8.2005",16.6,2005,8,61
"BATRACHEDRIDAE",0,"9.2005",15.4,2005,9,27
"BATRACHEDRIDAE",0,"10.2005",11.6,2005,10,50
"BATRACHEDRIDAE",0,"11.2005",5.6,2005,11,40
"BATRACHEDRIDAE",0,"12.2005",2.5,2005,12,57
"BATRACHEDRIDAE",0,"1.2006",-1.4,2006,1,20
"BATRACHEDRIDAE",0,"2.2006",0.4,2006,2,45
"BATRACHEDRIDAE",0,"3.2006",0.2,2006,3,39
"BATRACHEDRIDAE",0,"4.2006",6.9,2006,4,45
"BATRACHEDRIDAE",0,"5.2006",12.3,2006,5,66
"BATRACHEDRIDAE",0,"6.2006",16.7,2006,6,30
"BATRACHEDRIDAE",27,"7.2006",21.2,2006,7,23
"BATRACHEDRIDAE",15,"8.2006",18.2,2006,8,156
"BATRACHEDRIDAE",0,"9.2006",16.8,2006,9,35
"BATRACHEDRIDAE",0,"10.2006",12.9,2006,10,77
"BATRACHEDRIDAE",0,"11.2006",7.5,2006,11,70
"BATRACHEDRIDAE",0,"12.2006",6.9,2006,12,60
"BATRACHEDRIDAE",0,"1.2007",5,2007,1,92
"BATRACHEDRIDAE",0,"2.2007",2.3,2007,2,59
"BATRACHEDRIDAE",0,"3.2007",6.3,2007,3,34
"BATRACHEDRIDAE",0,"4.2007",9.6,2007,4,11
"BATRACHEDRIDAE",0,"5.2007",13.2,2007,5,61
"BATRACHEDRIDAE",3,"6.2007",17.4,2007,6,110
"BATRACHEDRIDAE",1,"7.2007",17.2,2007,7,144
"BATRACHEDRIDAE",3,"8.2007",17.8,2007,8,69
"BATRACHEDRIDAE",0,"9.2007",13.7,2007,9,72
"BATRACHEDRIDAE",0,"10.2007",9.4,2007,10,30
"BATRACHEDRIDAE",0,"11.2007",4.7,2007,11,37
"BATRACHEDRIDAE",0,"12.2007",3.8,2007,12,54
"BATRACHEDRIDAE",0,"1.2008",3.9,2008,1,61
"BATRACHEDRIDAE",0,"2.2008",4.9,2008,2,30
"BATRACHEDRIDAE",0,"3.2008",4.3,2008,3,59
"BATRACHEDRIDAE",0,"4.2008",8.1,2008,4,47
"BATRACHEDRIDAE",0,"5.2008",13.9,2008,5,23
"BATRACHEDRIDAE",2,"6.2008",16.6,2008,6,33
"BATRACHEDRIDAE",17,"7.2008",18.7,2008,7,56
"BATRACHEDRIDAE",4,"8.2008",17.8,2008,8,128
"BATRACHEDRIDAE",0,"9.2008",14,2008,9,52
"BATRACHEDRIDAE",0,"10.2008",10.4,2008,10,76
"BATRACHEDRIDAE",0,"11.2008",5.7,2008,11,56
"BATRACHEDRIDAE",0,"12.2008",3,2008,12,50
"BATRACHEDRIDAE",0,"1.2009",0.9,2009,1,28
"BATRACHEDRIDAE",0,"2.2009",0.8,2009,2,38
"BATRACHEDRIDAE",0,"3.2009",4,2009,3,39
"BATRACHEDRIDAE",0,"4.2009",9.8,2009,4,6
"BATRACHEDRIDAE",0,"5.2009",12.8,2009,5,58
"BATRACHEDRIDAE",8,"6.2009",15,2009,6,68
"BATRACHEDRIDAE",17,"7.2009",18.8,2009,7,83
"BATRACHEDRIDAE",8,"8.2009",18.5,2009,8,45
"BATRACHEDRIDAE",0,"9.2009",15.3,2009,9,41
"BATRACHEDRIDAE",0,"10.2009",8.4,2009,10,70
"BATRACHEDRIDAE",0,"11.2009",6.6,2009,11,89
"BATRACHEDRIDAE",0,"12.2009",1,2009,12,49
"COLEOPHORIDAE",0,"1.1992",2.4,1992,1,34
"COLEOPHORIDAE",0,"2.1992",3.5,1992,2,38
"COLEOPHORIDAE",0,"3.1992",4.7,1992,3,56
"COLEOPHORIDAE",0,"4.1992",7.1,1992,4,54
"COLEOPHORIDAE",0,"5.1992",13.8,1992,5,18
"COLEOPHORIDAE",31,"6.1992",18.5,1992,6,1
"COLEOPHORIDAE",79,"7.1992",19.1,1992,7,51
"COLEOPHORIDAE",12,"8.1992",17.7,1992,8,104
"COLEOPHORIDAE",0,"9.1992",13.7,1992,9,37
"COLEOPHORIDAE",0,"10.1992",7.1,1992,10,67
"COLEOPHORIDAE",0,"11.1992",4.6,1992,11,96
"COLEOPHORIDAE",0,"12.1992",2.9,1992,12,42
"COLEOPHORIDAE",0,"1.1993",2.1,1993,1,74
"COLEOPHORIDAE",0,"2.1993",1.6,1993,2,27
"COLEOPHORIDAE",0,"3.1993",3.4,1993,3,16
"COLEOPHORIDAE",1,"4.1993",8.3,1993,4,15
"COLEOPHORIDAE",3,"5.1993",14.2,1993,5,23
"COLEOPHORIDAE",113,"6.1993",15.2,1993,6,34
"COLEOPHORIDAE",23,"7.1993",15.8,1993,7,114
"COLEOPHORIDAE",0,"8.1993",15.2,1993,8,64
"COLEOPHORIDAE",0,"9.1993",11.7,1993,9,95
"COLEOPHORIDAE",0,"10.1993",8.1,1993,10,66
"COLEOPHORIDAE",0,"11.1993",1.9,1993,11,40
"COLEOPHORIDAE",0,"12.1993",2.9,1993,12,91
"COLEOPHORIDAE",0,"1.1994",2.9,1994,1,84
"COLEOPHORIDAE",0,"2.1994",-0.9,1994,2,46
"COLEOPHORIDAE",0,"3.1994",3.8,1994,3,79
"COLEOPHORIDAE",0,"4.1994",8.3,1994,4,41
"COLEOPHORIDAE",0,"5.1994",11.7,1994,5,30
"COLEOPHORIDAE",18,"6.1994",14.5,1994,6,61
"COLEOPHORIDAE",75,"7.1994",20.6,1994,7,4
"COLEOPHORIDAE",3,"8.1994",18.3,1994,8,84
"COLEOPHORIDAE",5,"9.1994",13.7,1994,9,143
"COLEOPHORIDAE",0,"10.1994",8.5,1994,10,48
"COLEOPHORIDAE",0,"11.1994",6,1994,11,49
"COLEOPHORIDAE",0,"12.1994",4.4,1994,12,95
"COLEOPHORIDAE",0,"1.1995",0.6,1995,1,84
"COLEOPHORIDAE",0,"2.1995",4,1995,2,68
"COLEOPHORIDAE",0,"3.1995",3.5,1995,3,37
"COLEOPHORIDAE",0,"4.1995",7,1995,4,53
"COLEOPHORIDAE",0,"5.1995",11.3,1995,5,53
"COLEOPHORIDAE",140,"6.1995",15.4,1995,6,53
"COLEOPHORIDAE",266,"7.1995",18.7,1995,7,40
"COLEOPHORIDAE",35,"8.1995",19.3,1995,8,24
"COLEOPHORIDAE",0,"9.1995",13.9,1995,9,89
"COLEOPHORIDAE",0,"10.1995",12.2,1995,10,40
"COLEOPHORIDAE",0,"11.1995",3,1995,11,42
"COLEOPHORIDAE",0,"12.1995",-1.4,1995,12,22
"COLEOPHORIDAE",0,"1.1996",-1.6,1996,1,7
"COLEOPHORIDAE",0,"2.1996",-2.7,1996,2,28
"COLEOPHORIDAE",0,"3.1996",0.3,1996,3,13
"COLEOPHORIDAE",0,"4.1996",7.6,1996,4,18
"COLEOPHORIDAE",0,"5.1996",9.8,1996,5,90
"COLEOPHORIDAE",38,"6.1996",15,1996,6,36
"COLEOPHORIDAE",107,"7.1996",15.9,1996,7,57
"COLEOPHORIDAE",21,"8.1996",18.7,1996,8,43
"COLEOPHORIDAE",0,"9.1996",12.3,1996,9,55
"COLEOPHORIDAE",0,"10.1996",10.3,1996,10,42
"COLEOPHORIDAE",0,"11.1996",4.9,1996,11,69
"COLEOPHORIDAE",0,"12.1996",-0.5,1996,12,28
"COLEOPHORIDAE",0,"1.1997",-1.2,1997,1,5
"COLEOPHORIDAE",0,"2.1997",3.2,1997,2,61
"COLEOPHORIDAE",0,"3.1997",4.1,1997,3,20
"COLEOPHORIDAE",0,"4.1997",6.3,1997,4,30
"COLEOPHORIDAE",0,"5.1997",10.8,1997,5,73
"COLEOPHORIDAE",13,"6.1997",16.2,1997,6,51
"COLEOPHORIDAE",112,"7.1997",18.7,1997,7,55
"COLEOPHORIDAE",15,"8.1997",20.6,1997,8,25
"COLEOPHORIDAE",0,"9.1997",14.8,1997,9,41
"COLEOPHORIDAE",0,"10.1997",8.4,1997,10,69
"COLEOPHORIDAE",0,"11.1997",3.9,1997,11,44
"COLEOPHORIDAE",0,"12.1997",2.7,1997,12,52
"COLEOPHORIDAE",0,"1.1998",2.9,1998,1,49
"COLEOPHORIDAE",0,"2.1998",5.1,1998,2,51
"COLEOPHORIDAE",0,"3.1998",3.7,1998,3,48
"COLEOPHORIDAE",0,"4.1998",7.7,1998,4,60
"COLEOPHORIDAE",0,"5.1998",13,1998,5,33
"COLEOPHORIDAE",30,"6.1998",15.4,1998,6,85
"COLEOPHORIDAE",92,"7.1998",15.9,1998,7,97
"COLEOPHORIDAE",24,"8.1998",15.7,1998,8,58
"COLEOPHORIDAE",0,"9.1998",14.3,1998,9,70
"COLEOPHORIDAE",0,"10.1998",9.3,1998,10,118
"COLEOPHORIDAE",0,"11.1998",1.5,1998,11,43
"COLEOPHORIDAE",0,"12.1998",1.2,1998,12,59
"COLEOPHORIDAE",0,"1.1999",2.2,1999,1,64
"COLEOPHORIDAE",0,"2.1999",1,1999,2,48
"COLEOPHORIDAE",0,"3.1999",4.1,1999,3,45
"COLEOPHORIDAE",0,"4.1999",8.4,1999,4,52
"COLEOPHORIDAE",0,"5.1999",11.6,1999,5,57
"COLEOPHORIDAE",14,"6.1999",15.7,1999,6,106
"COLEOPHORIDAE",87,"7.1999",19,1999,7,40
"COLEOPHORIDAE",4,"8.1999",17.7,1999,8,109
"COLEOPHORIDAE",0,"9.1999",16.8,1999,9,51
"COLEOPHORIDAE",0,"10.1999",9.8,1999,10,55
"COLEOPHORIDAE",0,"11.1999",5.3,1999,11,29
"COLEOPHORIDAE",0,"12.1999",2.8,1999,12,112
"COLEOPHORIDAE",0,"1.2000",2.6,2000,1,44
"COLEOPHORIDAE",0,"2.2000",3.9,2000,2,44
"COLEOPHORIDAE",0,"3.2000",4.2,2000,3,55
"COLEOPHORIDAE",0,"4.2000",9.5,2000,4,44
"COLEOPHORIDAE",12,"5.2000",13.9,2000,5,35
"COLEOPHORIDAE",94,"6.2000",15.5,2000,6,81
"COLEOPHORIDAE",314,"7.2000",16.4,2000,7,39
"COLEOPHORIDAE",18,"8.2000",16.6,2000,8,47
"COLEOPHORIDAE",0,"9.2000",13.7,2000,9,67
"COLEOPHORIDAE",0,"10.2000",12.1,2000,10,61
"COLEOPHORIDAE",0,"11.2000",7.1,2000,11,67
"COLEOPHORIDAE",0,"12.2000",4.3,2000,12,58
"COLEOPHORIDAE",0,"1.2001",1.8,2001,1,39
"COLEOPHORIDAE",0,"2.2001",1,2001,2,40
"COLEOPHORIDAE",0,"3.2001",1.9,2001,3,28
"COLEOPHORIDAE",0,"4.2001",6.6,2001,4,55
"COLEOPHORIDAE",0,"5.2001",12.8,2001,5,27
"COLEOPHORIDAE",69,"6.2001",14.6,2001,6,61
"COLEOPHORIDAE",219,"7.2001",19,2001,7,37
"COLEOPHORIDAE",8,"8.2001",18,2001,8,102
"COLEOPHORIDAE",0,"9.2001",13.3,2001,9,117
"COLEOPHORIDAE",0,"10.2001",12.4,2001,10,42
"COLEOPHORIDAE",0,"11.2001",4.9,2001,11,46
"COLEOPHORIDAE",0,"12.2001",0.9,2001,12,49
"COLEOPHORIDAE",0,"1.2002",2.7,2002,1,68
"COLEOPHORIDAE",0,"2.2002",4.7,2002,2,82
"COLEOPHORIDAE",0,"3.2002",4.9,2002,3,29
"COLEOPHORIDAE",0,"4.2002",7.8,2002,4,31
"COLEOPHORIDAE",1,"5.2002",13.7,2002,5,53
"COLEOPHORIDAE",46,"6.2002",17,2002,6,78
"COLEOPHORIDAE",129,"7.2002",18.5,2002,7,89
"COLEOPHORIDAE",4,"8.2002",20.3,2002,8,65
"COLEOPHORIDAE",0,"9.2002",15.6,2002,9,36
"COLEOPHORIDAE",0,"10.2002",7.9,2002,10,111
"COLEOPHORIDAE",0,"11.2002",3.9,2002,11,66
"COLEOPHORIDAE",0,"12.2002",-0.1,2002,12,26
"COLEOPHORIDAE",0,"1.2003",0.2,2003,1,42
"COLEOPHORIDAE",0,"2.2003",-1.2,2003,2,10
"COLEOPHORIDAE",0,"3.2003",3.4,2003,3,10
"COLEOPHORIDAE",0,"4.2003",7.4,2003,4,42
"COLEOPHORIDAE",0,"5.2003",13,2003,5,57
"COLEOPHORIDAE",150,"6.2003",17.3,2003,6,49
"COLEOPHORIDAE",161,"7.2003",19.2,2003,7,86
"COLEOPHORIDAE",48,"8.2003",18.9,2003,8,43
"COLEOPHORIDAE",0,"9.2003",14.9,2003,9,45
"COLEOPHORIDAE",0,"10.2003",7.3,2003,10,48
"COLEOPHORIDAE",0,"11.2003",6.1,2003,11,44
"COLEOPHORIDAE",0,"12.2003",4,2003,12,52
"COLEOPHORIDAE",0,"1.2004",-0.6,2004,1,61
"COLEOPHORIDAE",0,"2.2004",2.1,2004,2,36
"COLEOPHORIDAE",0,"3.2004",4.1,2004,3,35
"COLEOPHORIDAE",0,"4.2004",8.7,2004,4,31
"COLEOPHORIDAE",1,"5.2004",12.5,2004,5,30
"COLEOPHORIDAE",44,"6.2004",14.9,2004,6,68
"COLEOPHORIDAE",292,"7.2004",16.3,2004,7,113
"COLEOPHORIDAE",51,"8.2004",18.7,2004,8,85
"COLEOPHORIDAE",0,"9.2004",14.6,2004,9,49
"COLEOPHORIDAE",0,"10.2004",10.1,2004,10,79
"COLEOPHORIDAE",0,"11.2004",4.8,2004,11,48
"COLEOPHORIDAE",0,"12.2004",4,2004,12,53
"COLEOPHORIDAE",0,"1.2005",3.4,2005,1,45
"COLEOPHORIDAE",0,"2.2005",0.4,2005,2,45
"COLEOPHORIDAE",0,"3.2005",1.6,2005,3,36
"COLEOPHORIDAE",0,"4.2005",8.1,2005,4,14
"COLEOPHORIDAE",0,"5.2005",12.2,2005,5,46
"COLEOPHORIDAE",83,"6.2005",15.4,2005,6,45
"COLEOPHORIDAE",239,"7.2005",18.7,2005,7,82
"COLEOPHORIDAE",21,"8.2005",16.6,2005,8,61
"COLEOPHORIDAE",0,"9.2005",15.4,2005,9,27
"COLEOPHORIDAE",0,"10.2005",11.6,2005,10,50
"COLEOPHORIDAE",0,"11.2005",5.6,2005,11,40
"COLEOPHORIDAE",0,"12.2005",2.5,2005,12,57
"COLEOPHORIDAE",0,"1.2006",-1.4,2006,1,20
"COLEOPHORIDAE",0,"2.2006",0.4,2006,2,45
"COLEOPHORIDAE",0,"3.2006",0.2,2006,3,39
"COLEOPHORIDAE",0,"4.2006",6.9,2006,4,45
"COLEOPHORIDAE",0,"5.2006",12.3,2006,5,66
"COLEOPHORIDAE",106,"6.2006",16.7,2006,6,30
"COLEOPHORIDAE",284,"7.2006",21.2,2006,7,23
"COLEOPHORIDAE",12,"8.2006",18.2,2006,8,156
"COLEOPHORIDAE",0,"9.2006",16.8,2006,9,35
"COLEOPHORIDAE",0,"10.2006",12.9,2006,10,77
"COLEOPHORIDAE",0,"11.2006",7.5,2006,11,70
"COLEOPHORIDAE",0,"12.2006",6.9,2006,12,60
"COLEOPHORIDAE",0,"1.2007",5,2007,1,92
"COLEOPHORIDAE",0,"2.2007",2.3,2007,2,59
"COLEOPHORIDAE",0,"3.2007",6.3,2007,3,34
"COLEOPHORIDAE",0,"4.2007",9.6,2007,4,11
"COLEOPHORIDAE",23,"5.2007",13.2,2007,5,61
"COLEOPHORIDAE",44,"6.2007",17.4,2007,6,110
"COLEOPHORIDAE",35,"7.2007",17.2,2007,7,144
"COLEOPHORIDAE",17,"8.2007",17.8,2007,8,69
"COLEOPHORIDAE",0,"9.2007",13.7,2007,9,72
"COLEOPHORIDAE",0,"10.2007",9.4,2007,10,30
"COLEOPHORIDAE",0,"11.2007",4.7,2007,11,37
"COLEOPHORIDAE",0,"12.2007",3.8,2007,12,54
"COLEOPHORIDAE",0,"1.2008",3.9,2008,1,61
"COLEOPHORIDAE",0,"2.2008",4.9,2008,2,30
"COLEOPHORIDAE",0,"3.2008",4.3,2008,3,59
"COLEOPHORIDAE",0,"4.2008",8.1,2008,4,47
"COLEOPHORIDAE",0,"5.2008",13.9,2008,5,23
"COLEOPHORIDAE",51,"6.2008",16.6,2008,6,33
"COLEOPHORIDAE",64,"7.2008",18.7,2008,7,56
"COLEOPHORIDAE",4,"8.2008",17.8,2008,8,128
"COLEOPHORIDAE",0,"9.2008",14,2008,9,52
"COLEOPHORIDAE",0,"10.2008",10.4,2008,10,76
"COLEOPHORIDAE",0,"11.2008",5.7,2008,11,56
"COLEOPHORIDAE",0,"12.2008",3,2008,12,50
"COLEOPHORIDAE",0,"1.2009",0.9,2009,1,28
"COLEOPHORIDAE",0,"2.2009",0.8,2009,2,38
"COLEOPHORIDAE",0,"3.2009",4,2009,3,39
"COLEOPHORIDAE",0,"4.2009",9.8,2009,4,6
"COLEOPHORIDAE",14,"5.2009",12.8,2009,5,58
"COLEOPHORIDAE",16,"6.2009",15,2009,6,68
"COLEOPHORIDAE",111,"7.2009",18.8,2009,7,83
"COLEOPHORIDAE",4,"8.2009",18.5,2009,8,45
"COLEOPHORIDAE",0,"9.2009",15.3,2009,9,41
"COLEOPHORIDAE",0,"10.2009",8.4,2009,10,70
"COLEOPHORIDAE",0,"11.2009",6.6,2009,11,89
